	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	    4.000000000	   55.682500839	    2.855478559	    0.000000000	   -0.002685915	    0.002581350	   -1.880401790	    0.232955898	    0.000000000	    0.035714286	   66.559285618	   81.000000000	   66.599752968	    7.233745788	    3.000000000	   65.466667175	    7.533639181	   80.000000000	   67.103124857	    6.919109320	
r1	    4.000000000	   59.064999580	    6.576149341	    0.000000000	   -0.003417735	    0.003650570	   -2.213394434	    0.372089726	    0.000000000	    0.023529412	   71.405882398	   83.000000000	   71.276265110	    8.196433139	    2.000000000	   76.784999847	    4.857825529	   81.000000000	   72.015308710	    7.764290735	
r1	    6.000000000	   63.548333486	    3.216745280	    0.000000000	    0.001888239	    0.001944226	   -2.511755671	    0.215687574	    0.000000000	    0.044943820	   77.523820127	   85.000000000	   77.895176428	    9.787586361	    4.000000000	   69.632498741	    6.273348902	   83.000000000	   78.534096270	    9.316570873	
r1	    4.000000000	   67.972501755	    4.693551499	    0.000000000	   -0.000171227	    0.003096292	   -2.885554646	    0.398281678	   -0.006051898	    0.067415718	   81.852247045	   83.000000000	   82.607951658	   10.693920440	    6.000000000	   71.398333232	    7.531879169	   85.000000000	   82.505411530	   10.629768581	
r1	   11.000000000	   73.076364691	    6.658104666	    0.000000000	   -0.004103764	    0.002204540	   -2.186386682	    0.297123007	    0.000000000	    0.053191489	   86.808723531	   89.000000000	   87.096629368	   11.999191243	    5.000000000	   81.683999634	   10.895193550	   83.000000000	   88.628674702	   11.311138261	
r1	   13.000000000	   75.189231873	    4.296767083	    0.000000000	   -0.009118581	    0.003729406	   -2.531916576	    0.567510693	    0.000000000	    0.049019608	   87.978529238	   97.000000000	   87.546185444	   12.281677196	    5.000000000	   96.365998840	    7.960632800	   89.000000000	   89.846628853	   11.892257498	
r1	   10.000000000	   75.238999939	    7.481816118	    0.000000000	   -0.005180152	    0.002536699	   -2.730861940	    0.402183710	   -0.003093186	    0.065420557	   89.467757109	  100.000000000	   90.015000076	   12.863703129	    7.000000000	   81.650000436	   11.917143075	   97.000000000	   90.934639292	   12.481151170	
r1	    6.000000000	   79.961666107	    6.492472576	    0.040000000	    0.000028201	    0.003023094	   -2.985600722	    0.493135692	   -0.003365001	    0.075471710	   94.086131834	   98.000000000	   94.806326263	   14.287157247	    8.000000000	   85.263750076	    8.460243738	  100.000000000	   94.933599777	   14.032742850	
r1	    6.000000000	   77.368331909	    7.609558759	    0.030612245	   -0.002940079	    0.001942658	   -2.371495368	    0.335181315	   -0.000700247	    0.067307692	   99.809615502	   97.000000000	   99.995979466	   16.031527272	    7.000000000	   97.227143424	   13.494612622	   98.000000000	  101.183571640	   15.168956871	
r1	    8.000000000	   84.906248093	    4.276149144	    0.030927835	    0.000427706	    0.001831812	   -2.851537137	    0.346029641	   -0.000704797	    0.104761906	  104.630952236	   94.000000000	  104.871808316	   17.511306852	   11.000000000	  102.572727550	   18.850084345	   97.000000000	  106.257731959	   17.268155598	
r1	   24.000000000	   82.826250076	    8.620895518	    0.723404255	   -0.001931909	    0.004684294	   -2.700838745	    0.468378472	   -0.000732939	    0.059322034	  101.680084810	  111.000000000	  101.951621666	   19.014889327	    7.000000000	   97.374286107	   14.216829163	   94.000000000	  106.493829849	   17.568357169	
r1	   19.000000000	   87.601578963	    8.767698639	    0.036036036	   -0.001849678	    0.002526954	   -3.482191123	    0.581665139	   -0.001594830	    0.146153844	  102.352484307	  111.000000000	  103.052423151	   19.687475495	   19.000000000	   98.263367904	   17.807543060	  111.000000000	  104.877414050	   19.653848128	
r1	   10.000000000	   87.275000000	    7.964218442	    0.009009009	   -0.000827302	    0.001481234	   -2.529202638	    0.346165192	    0.001103716	    0.074380168	  108.874371868	  112.000000000	  108.332491125	   21.625204520	    9.000000000	  115.617776659	   18.153297436	  111.000000000	  110.820261225	   21.176979364	
r1	   16.000000000	   93.257500172	    8.072749530	    0.008928571	    0.001579534	    0.001589053	   -2.810671046	    0.398000657	    0.000000000	    0.039062500	  113.853234470	  123.000000000	  113.713609835	   24.023548229	    5.000000000	  117.288000488	   17.567652678	  112.000000000	  116.795482227	   23.818342179	
r1	   13.000000000	  102.954615079	   12.677204246	    0.000000000	    0.002105528	    0.001778281	   -3.004218775	    0.512307119	    0.001374282	    0.051470589	  120.178573328	  129.000000000	  119.200976527	   25.007822445	    7.000000000	  138.194285801	   39.410152815	  123.000000000	  121.998991679	   26.484063586	
r1	   17.000000000	  101.948235456	    8.097937741	    0.015503876	    0.000209400	    0.001581082	   -2.739769164	    0.471300896	    0.000203074	    0.075342467	  124.892246299	  135.000000000	  124.734029417	   26.568334894	   11.000000000	  126.833998940	   32.476786002	  129.000000000	  127.915875634	   27.099621457	
r1	   16.000000000	  102.369375229	    9.513517280	    0.014814815	    0.000524021	    0.001301888	   -2.908236509	    0.413040991	    0.000183929	    0.066225166	  129.402251692	  141.000000000	  129.239574514	   29.090493589	   10.000000000	  131.695999908	   26.196307336	  135.000000000	  132.606148162	   28.686769659	
r1	   16.000000000	  105.720624924	   11.462283786	    0.021276596	    0.000286208	    0.000983185	   -2.886097268	    0.336353783	    0.000668188	    0.057324845	  133.813439387	  148.000000000	  133.131013458	   31.194290227	    9.000000000	  145.035554674	   29.385141197	  141.000000000	  137.001276490	   31.067047963	
r1	   15.000000000	  110.865999858	   12.557250981	    0.013513514	   -0.000006677	    0.000910312	   -2.923869000	    0.330590844	   -0.000344399	    0.055214724	  137.859589138	  154.000000000	  138.253006576	   32.750214079	    9.000000000	  131.127779643	   37.720942689	  148.000000000	  140.595425889	   33.163551893	
r1	   18.000000000	  122.293888516	   10.728954873	    0.000000000	   -0.001422320	    0.001129069	   -2.705300410	    0.430800399	    0.000520191	    0.052325578	  144.157203275	  163.000000000	  143.535637838	   31.484297568	    9.000000000	  155.414443970	   64.204338035	  154.000000000	  146.712655650	   34.603140213	
r1	   26.000000000	  124.496961447	    8.027196069	    0.018404908	    0.000583624	    0.001029636	   -2.986901746	    0.372348230	    0.001107146	    0.105820113	  148.100793384	  169.000000000	  146.772697855	   29.999562403	   20.000000000	  159.323200607	   50.635030152	  163.000000000	  151.865821792	   33.730924102	
r1	   18.000000000	  128.419444614	   11.998034395	    0.029585799	   -0.003032636	    0.001549778	   -2.705320546	    0.519665316	    0.000029222	    0.064171123	  151.661208127	  175.000000000	  151.632176688	   30.053100036	   12.000000000	  152.084583282	   38.964890698	  169.000000000	  154.136662229	   30.923484901	
r1	   33.000000000	  130.812606118	   11.523247179	    0.005714286	   -0.000721779	    0.001264983	   -3.098072495	    0.448177667	    0.000893156	    0.057692304	  154.130985223	  196.000000000	  153.227147667	   30.261143419	   12.000000000	  168.893665314	   39.312234967	  175.000000000	  158.528165283	   31.510586911	
r1	   18.000000000	  128.841000027	   13.770746128	    0.015306122	   -0.003324875	    0.001618461	   -2.976587130	    0.591225819	    0.000860904	    0.084112146	  156.668217240	  196.000000000	  155.753313648	   30.964238450	   18.000000000	  166.630500793	   33.764463701	  196.000000000	  159.223778005	   31.202553237	
r1	   30.000000000	  130.021333313	   14.124245342	    0.005102041	   -0.003463812	    0.001615186	   -2.912624929	    0.593527726	    0.001731012	    0.070796455	  157.896808084	  210.000000000	  156.030560194	   27.858125165	   16.000000000	  182.391311646	   59.930825153	  196.000000000	  162.163462386	   31.520584160	
r1	   22.000000000	  134.813182484	   10.208834721	    0.014285714	   -0.000086335	    0.001573879	   -3.345785761	    0.529408927	   -0.000367614	    0.099137932	  159.589710268	  209.000000000	  159.933788610	   29.206145027	   23.000000000	  156.463085340	   28.560919428	  210.000000000	  162.185346513	   29.225291318	
r1	   12.000000000	  139.772500356	   11.904801615	    0.038277512	    0.000789853	    0.001248605	   -3.269245252	    0.431175849	    0.000000000	    0.000000000	  165.707312398	  221.000000000	  165.707312398	   30.934142001	    0.000000000	    0.000000000	    0.000000000	  209.000000000	  167.196392516	   31.041913501	
r1	    5.000000000	   81.895999146	    6.592171468	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.400000000	   81.895999146	    3.000000000	   77.853332520	    4.106705408	    2.000000000	   87.959999084	    4.186070850	    0.000000000	 9999.000000000	 9999.000000000	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.034035710	    0.006756635	    1.739320526	    0.067400430	    0.000000000	    0.000000000	   82.586667379	    3.000000000	   82.586667379	    3.209520370	    0.000000000	    0.000000000	    0.000000000	    3.000000000	   82.586667379	    3.209520370	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.044934417	    0.013111523	    3.858072170	    0.098278926	    0.000000000	    0.000000000	   91.243331909	    3.000000000	   91.243331909	    1.599758484	    0.000000000	    0.000000000	    0.000000000	    3.000000000	   91.243331909	    1.599758484	
r1	    1.000000000	   85.139999390	    0.000000000	    0.000000000	   -0.088357141	    0.125556991	   10.004099087	    0.447495906	    0.000000000	    0.000000000	   94.569999695	    4.000000000	   94.569999695	    6.544560271	    0.000000000	    0.000000000	    0.000000000	    3.000000000	   97.713333130	    2.227921275	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.012576605	    0.002255797	   -0.556816511	    0.038219744	    0.000000000	    0.250000000	  103.725000381	    3.000000000	  103.590001424	    7.417170098	    1.000000000	  104.129997253	    0.000000000	    4.000000000	  103.725000381	    6.062109675	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.006513700	    0.005387375	   -2.002603839	    0.081033298	    0.000000000	    0.000000000	  108.900001526	    3.000000000	  108.900001526	    7.448106390	    0.000000000	    0.000000000	    0.000000000	    3.000000000	  108.900001526	    7.448106390	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.048006091	    0.008683705	    4.771795514	    0.127303571	    0.000000000	    0.000000000	  118.410001119	    3.000000000	  118.410001119	    3.150250688	    0.000000000	    0.000000000	    0.000000000	    3.000000000	  118.410001119	    3.150250688	
r1	    1.000000000	  111.099998474	    0.000000000	    0.000000000	    0.106239985	    0.082979355	  -20.300049214	    0.499772068	    0.000000000	    0.000000000	  120.324996948	    4.000000000	  120.324996948	    7.910621401	    0.000000000	    0.000000000	    0.000000000	    3.000000000	  123.399996440	    6.093698811	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.002025676	    0.034256298	   -3.434444719	    0.618406615	    0.000000000	    0.250000000	  126.217502594	    3.000000000	  129.856669108	    6.095935390	    1.000000000	  115.300003052	    0.000000000	    4.000000000	  126.217502594	    8.817468487	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.031561003	    0.047480471	   -8.194608887	    0.524586003	    0.000000000	    0.333333333	  137.179997762	    2.000000000	  141.430000305	    4.921467944	    1.000000000	  128.679992676	    0.000000000	    3.000000000	  137.179997762	    8.142357657	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -2.658508420	    0.100633019	    0.000000000	    0.000000000	  151.379997253	    2.000000000	  151.379997253	    6.264966513	    0.000000000	    0.000000000	    0.000000000	    2.000000000	  151.379997253	    6.264966513	
r1	    2.000000000	  119.139995575	   21.976874659	    0.000000000	    0.000000000	    0.000000000	   -2.654503703	    0.200521050	    0.000000000	    0.250000000	  140.614999771	    3.000000000	  132.379997253	   27.701704699	    1.000000000	  165.320007324	    0.000000000	    2.000000000	  162.090003967	    4.567914554	
r1	    3.000000000	  139.333333333	   37.898988553	    0.000000000	   -0.006599563	    0.016733896	   -2.099811475	    0.785402621	    0.000000000	    0.166666667	  138.913332621	    5.000000000	  139.160000610	   33.278041441	    1.000000000	  137.679992676	    0.000000000	    3.000000000	  138.493331909	   27.908891516	
r1	    1.000000000	  130.000000000	    0.000000000	    0.000000000	   -0.009037704	    0.004290673	   -2.397258374	    0.334801164	    0.000000000	    0.166666667	  140.101500193	    5.000000000	  134.177799988	   29.128308076	    1.000000000	  169.720001221	    0.000000000	    5.000000000	  142.121800232	   32.878913006	
r1	    1.000000000	  125.000000000	    0.000000000	    0.200000000	    0.005162346	    0.004143310	   -3.252595916	    0.272861868	    0.000000000	    0.333333333	  140.896664937	    4.000000000	  147.137496948	   39.994609339	    2.000000000	  128.415000916	    2.241527202	    5.000000000	  144.075997925	   35.241530314	
r1	    2.000000000	  133.978000641	   26.901169477	    0.250000000	   -0.001141579	    0.001342773	   -2.333569660	    0.095351246	    0.000000000	    0.000000000	  148.862667084	    6.000000000	  148.862667084	   38.405548941	    0.000000000	    0.000000000	    0.000000000	    4.000000000	  156.305000305	   44.671385855	
r1	    1.000000000	  147.000000000	    0.000000000	    0.000000000	   -0.006066143	    0.003584166	   -1.565878329	    0.334179663	    0.000000000	    0.142857143	  158.671428135	    6.000000000	  160.696665446	   38.136958883	    1.000000000	  146.520004272	    0.000000000	    6.000000000	  160.616666158	   38.171923825	
r1	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.003629295	    0.005273447	   -2.162210737	    0.477408241	    0.000000000	    0.000000000	  171.191500346	    6.000000000	  171.191500346	   38.710054873	    0.000000000	    0.000000000	    0.000000000	    6.000000000	  171.191500346	   38.710054873	
