	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	  164.000000000	   56.807073209	   22.780919728	    0.059829060	   -0.004694058	    0.001488229	   -2.561452031	    0.451303257	    0.002157121	    0.633451960	   60.510569406	  103.000000000	   56.381941786	   30.014958434	  178.000000000	   62.899606737	   24.061354801	  117.000000000	   65.701794844	   30.391491083	
r1	  157.000000000	   62.297770591	   21.848296003	    0.019417476	   -0.003802904	    0.001450517	   -2.593484560	    0.414164703	    0.000805107	    0.630769231	   61.343307356	   96.000000000	   59.882812301	   22.095183829	  164.000000000	   62.198231290	   27.961886699	  103.000000000	   59.888445919	   31.204633551	
r1	  164.000000000	   65.220768300	   26.547758187	    0.031250000	   -0.005699740	    0.002026106	   -2.532738173	    0.407499460	    0.000416510	    0.553846152	   64.556872881	  116.000000000	   63.958974148	   27.489442297	  144.000000000	   65.038513528	   23.584525595	   96.000000000	   63.422718207	   23.270096458	
r1	  184.000000000	   66.926581528	   28.202857715	    0.008620690	   -0.006563091	    0.001742492	   -2.517816055	    0.462813089	    0.001242569	    0.579999998	   67.138169785	  126.000000000	   64.765594997	   26.461989087	  174.000000000	   68.856241182	   29.625150175	  116.000000000	   67.473792537	   28.742655914	
r1	  194.000000000	   69.126937847	   21.770048952	    0.015873016	   -0.006460847	    0.003209530	   -2.841305829	    0.820637169	    0.000128301	    0.631250000	   68.546757793	  118.000000000	   68.347846985	   20.973120520	  202.000000000	   68.662953216	   25.574877300	  126.000000000	   67.653464696	   27.026806128	
r1	  157.000000000	   70.137585986	   23.964674456	    0.033898305	   -0.007985082	    0.002094471	   -2.707751004	    0.407109949	   -0.000134761	    0.581818182	   70.585444606	  115.000000000	   70.752452154	   24.545573694	  160.000000000	   70.465407932	   21.548385675	  118.000000000	   71.181324296	   21.253997766	
r1	  178.000000000	   68.501489114	   27.246096331	    0.095652174	   -0.006279655	    0.003668863	   -2.988073609	    0.761516880	    0.003471396	    0.576791814	   70.807188529	  124.000000000	   64.940927813	   21.713930502	  169.000000000	   75.111427160	   29.292622486	  115.000000000	   74.376010231	   25.775489323	
r1	  196.000000000	   73.906410315	   33.853418903	    0.056451613	   -0.008028904	    0.002593530	   -2.979192200	    0.509007524	    0.000381289	    0.549999999	   71.240281999	  144.000000000	   70.478812456	   34.559352633	  176.000000000	   71.863302534	   25.816672272	  124.000000000	   67.026079178	   22.179126428	
r1	  175.000000000	   71.237517177	   29.119050013	    0.076388889	   -0.007706958	    0.002115004	   -2.945727892	    0.649860125	    0.001450295	    0.708463951	   72.284743569	   93.000000000	   67.294500453	   23.046116412	  226.000000000	   74.338250692	   34.503879352	  144.000000000	   73.557414532	   34.684967739	
r1	   48.000000000	   73.610861540	   17.894720385	    0.032258065	   -0.013043776	    0.002925688	   -2.667696551	    0.489876119	    0.000000000	    0.000000000	   70.983838616	  141.000000000	   70.983838616	   21.446795796	    0.000000000	    0.000000000	    0.000000000	   93.000000000	   69.627955816	   23.041193331	
r1	  906.000000000	   22.858311297	    4.582235051	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.008838615	    0.145695359	   22.858311297	  774.000000000	   22.641317878	    4.352262006	  132.000000000	   24.130681804	    5.601065177	    0.000000000	 9999.000000000	 9999.000000000	
r1	   72.000000000	   18.566944520	    1.585465372	    0.010335917	   -0.039002102	    0.002645385	   -1.596212513	    0.544105654	   -0.009126925	    0.102836873	   23.326382905	  759.000000000	   23.520566455	    4.391625603	   87.000000000	   21.632298831	    3.814039985	  774.000000000	   23.769121360	    4.284098666	
r1	   58.000000000	   20.299310125	    2.247324386	    0.005270092	   -0.005962936	    0.001323856	   -1.862310397	    0.263797625	   -0.007775030	    0.070991437	   26.040318205	  759.000000000	   26.247430796	    4.944165391	   58.000000000	   23.329999989	    4.646487463	  759.000000000	   26.479025015	    4.855808064	
r1	   63.000000000	   20.810793498	    1.965005363	    0.001317523	   -0.014063546	    0.001670572	   -1.940371250	    0.358132293	   -0.002402977	    0.053527980	   27.868308975	  778.000000000	   27.941336737	    5.380872573	   44.000000000	   26.577045354	    4.986560998	  759.000000000	   28.454110654	    5.137430686	
r1	   70.000000000	   22.552000019	    2.315909990	    0.006426735	   -0.011027597	    0.001208405	   -1.762229199	    0.268901578	   -0.002228126	    0.051886791	   30.325908011	  804.000000000	   30.410609447	    6.038689536	   44.000000000	   28.778181770	    5.217581107	  778.000000000	   31.025359887	    5.738030739	
r1	   76.000000000	   23.004210623	    2.370439383	    0.002487562	   -0.012024399	    0.001780955	   -2.369230579	    0.434234202	   -0.001548103	    0.056818180	   31.438704588	  830.000000000	   31.508747034	    6.512566319	   50.000000000	   30.275999985	    6.881040593	  804.000000000	   32.235995063	    6.234656386	
r1	   81.000000000	   24.282469290	    2.511763233	    0.001204819	   -0.011021809	    0.001350819	   -2.142116316	    0.351526148	   -0.002872143	    0.047200875	   33.039912204	  868.000000000	   33.191716607	    7.130754622	   43.000000000	   29.975581457	    5.708427756	  830.000000000	   33.894554223	    6.819598719	
r1	   75.000000000	   23.623600108	    3.360770399	    0.001152074	   -0.015235510	    0.002201886	   -2.838277848	    0.624759560	   -0.003087532	    0.073170728	   33.504061534	  874.000000000	   33.695171668	    7.586883627	   69.000000000	   31.083333167	    7.082984087	  868.000000000	   34.357788040	    7.229001573	
r1	   40.000000000	   23.657499933	    1.615861785	    0.001144165	   -0.014513935	    0.001821213	   -2.588123585	    0.537889080	   -0.002682179	    0.078774614	   34.688063430	  842.000000000	   34.871793319	    7.896762286	   72.000000000	   32.539444447	    8.284199843	  874.000000000	   35.192894711	    7.753777672	
r1	    9.000000000	   31.455555174	    5.751499785	    0.039192399	   -0.006453602	    0.001623435	   -2.684712678	    0.466302481	   -0.000002729	    0.079905993	   36.693043499	  783.000000000	   36.693243967	    8.112040063	   68.000000000	   36.690735172	    9.504339779	  842.000000000	   36.749026154	    8.232485423	
r1	   17.000000000	   27.531176511	    3.491179957	    0.045977011	   -0.004499007	    0.001406184	   -2.482875909	    0.389722208	   -0.002012368	    0.093750002	   38.992200005	  725.000000000	   39.160399993	    8.830238621	   75.000000000	   37.366266785	    7.284237708	  783.000000000	   39.241034487	    8.621127123	
r1	   16.000000000	   31.226874948	    4.258784882	    0.020689655	   -0.003307548	    0.001192351	   -2.592857728	    0.341924146	   -0.000456268	    0.083670715	   41.511336019	  679.000000000	   41.555184057	    9.527854438	   62.000000000	   41.031129283	    7.775956553	  725.000000000	   41.738303436	    9.346840120	
r1	  218.000000000	   31.034266008	    4.001061663	    0.568483063	   -0.001458419	    0.001152622	   -2.852224392	    0.243110911	   -0.002183093	    0.110367892	   39.715808237	  798.000000000	   39.958333345	   10.029743820	   99.000000000	   37.760908878	    9.064197217	  679.000000000	   42.503107509	    9.675581906	
r1	  178.000000000	   31.288146040	    4.969370813	    0.006265664	   -0.010630158	    0.001727970	   -3.166059319	    0.570970845	   -0.001745672	    0.128073773	   39.365239773	  851.000000000	   39.571654565	   10.186083695	  125.000000000	   37.959967865	    9.898456434	  798.000000000	   41.166897272	   10.146453079	
r1	   49.000000000	   34.517959244	    5.439610069	    0.009400705	   -0.008528807	    0.001333105	   -2.232476581	    0.446935036	   -0.000017914	    0.102222222	   42.232152165	  808.000000000	   42.234412054	   10.662240001	   92.000000000	   42.212304447	   10.581491238	  851.000000000	   42.676330136	   10.706099480	
r1	   27.000000000	   36.527407399	    5.382812159	    0.002475248	   -0.007306340	    0.001386069	   -2.292195271	    0.462896870	   -0.000051262	    0.076646707	   45.258768886	  771.000000000	   45.265928684	   11.395796543	   64.000000000	   45.172515690	   11.048493599	  808.000000000	   45.550534678	   11.396089423	
r1	   15.000000000	   38.959999975	    5.891762943	    0.003891051	   -0.005387660	    0.001476451	   -2.554465161	    0.506372895	   -0.000063828	    0.050890585	   48.117958037	  746.000000000	   48.127742680	   12.034866124	   40.000000000	   47.935474443	   12.864866371	  771.000000000	   48.296128428	   12.092281739	
r1	   18.000000000	   41.743888855	    5.279827671	    0.001340483	   -0.003828899	    0.001430669	   -2.670865938	    0.498769617	    0.000278404	    0.089005236	   50.973079844	  696.000000000	   50.923998561	   12.559474706	   68.000000000	   51.475441203	   13.957944486	  746.000000000	   51.195768098	   12.726210437	
r1	   17.000000000	   39.534706116	    9.389536156	    0.002873563	   -0.002741944	    0.001285980	   -2.858195040	    0.439842933	   -0.000103846	    0.086956522	   53.360956505	  651.000000000	   53.381161269	   13.519134096	   62.000000000	   53.148806480	   11.351467297	  696.000000000	   53.698666644	   13.244898671	
r1	   21.000000000	   39.677142734	    6.975548082	    0.010752688	   -0.001481310	    0.001228059	   -2.866064321	    0.420947907	    0.000294817	    0.087797619	   55.899062423	  613.000000000	   55.831965678	   14.252431758	   59.000000000	   56.596186234	   16.168902432	  651.000000000	   56.422350155	   14.295434746	
r1	   30.000000000	   43.672000122	    6.583867810	    0.004893964	    0.001146939	    0.001283704	   -3.040009345	    0.434736531	   -0.000595145	    0.079315707	   58.255851336	  592.000000000	   58.406406100	   15.186679906	   51.000000000	   56.508235258	   16.300020623	  613.000000000	   58.969579781	   15.222164374	
r1	   21.000000000	   42.976666587	    8.835345217	    0.003378378	    0.001943559	    0.001228388	   -3.139136188	    0.426501938	   -0.000398230	    0.071778140	   60.907406208	  569.000000000	   61.022021101	   16.305675555	   44.000000000	   59.425227252	   17.147218964	  592.000000000	   61.543462850	   16.205732265	
r1	   19.000000000	   45.326052616	    6.806816385	    0.005272408	    0.001328547	    0.001262916	   -2.989748698	    0.444650063	    0.000214326	    0.074829931	   64.111362042	  544.000000000	   64.039600930	   17.202860236	   44.000000000	   64.998590339	   22.314411088	  569.000000000	   64.738639510	   17.521634408	
r1	   23.000000000	   50.523478467	    6.194715495	    0.007352941	    0.000702284	    0.001330719	   -3.258633176	    0.484332349	    0.000542179	    0.063492065	   66.286374568	  531.000000000	   66.098136288	   17.799966146	   36.000000000	   69.062889205	   21.471729683	  544.000000000	   66.952820543	   18.082911746	
r1	   38.000000000	   48.154605263	    6.938086353	    0.003766478	    0.000324388	    0.001496035	   -3.229041515	    0.547470597	    0.001329591	    0.072056244	   67.835720344	  528.000000000	   67.323145606	   18.227346714	   41.000000000	   74.436682817	   25.757186729	  531.000000000	   69.244161724	   18.733352014	
r1	   30.000000000	   48.508399963	    8.768188200	    0.007575758	    0.002774706	    0.001920902	   -3.740823566	    0.694672376	    0.000402389	    0.078853045	   68.699565347	  514.000000000	   68.531714918	   19.149820023	   44.000000000	   70.660363544	   24.636172479	  528.000000000	   69.846790653	   19.444479256	
r1	   50.000000000	   47.547600098	    8.154999537	    0.003891051	    0.000141241	    0.001620463	   -3.548267155	    0.595867611	    0.000156333	    0.095744680	   68.894679922	  510.000000000	   68.823154883	   20.249158090	   54.000000000	   69.570194174	   21.545185942	  514.000000000	   70.971244107	   19.993860063	
r1	   35.000000000	   51.172731236	    7.271620025	    0.005882353	    0.000930895	    0.001621550	   -3.449547781	    0.618032307	    0.000751818	    0.100917433	   70.384733127	  490.000000000	   70.002603375	   20.945431962	   55.000000000	   73.789161821	   25.024363056	  510.000000000	   71.703203845	   21.416060728	
r1	   10.000000000	   51.568000031	    7.675768243	    0.061224490	    0.000212705	    0.001514973	   -3.311012634	    0.570710744	    0.000000000	    0.000000000	   72.508590912	  500.000000000	   72.508590912	   22.046037549	    0.000000000	    0.000000000	    0.000000000	  490.000000000	   72.935949909	   22.039332116	
r1	  254.000000000	   32.101063015	    4.111764788	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	   -0.002849722	    0.145669292	   32.101063015	  217.000000000	   32.157235001	    4.054435676	   37.000000000	   31.771621910	    4.478240529	    0.000000000	 9999.000000000	 9999.000000000	
r1	    7.000000000	   29.268571036	    2.706734746	    0.004608295	   -0.013348662	    0.004038164	   -1.976728534	    0.412773480	   -0.003792037	    0.058035709	   34.300535670	  211.000000000	   34.376398068	    4.331612861	   13.000000000	   33.069230593	    4.655447438	  217.000000000	   34.462857110	    4.300239037	
r1	    4.000000000	   34.559999943	    3.020937629	    0.009478673	   -0.016315210	    0.003830190	   -0.963187941	    0.395467481	   -0.002788999	    0.051162794	   40.095395306	  204.000000000	   40.172254880	    5.116824346	   11.000000000	   38.669999556	    5.323322718	  211.000000000	   40.200331711	    5.103496437	
r1	    8.000000000	   37.342500210	    4.225925651	    0.004901961	    0.000789663	    0.003171346	   -2.531827136	    0.364063499	   -0.000633103	    0.061320754	   43.506179198	  199.000000000	   43.529195910	    5.947964305	   13.000000000	   43.153846447	    4.359874744	  204.000000000	   43.747892099	    5.785094344	
r1	    9.000000000	   42.444444868	    3.093513726	    0.005025126	   -0.003000290	    0.002158967	   -1.999515383	    0.270023331	   -0.005929654	    0.057692312	   48.221634626	  196.000000000	   48.498418380	    6.615263120	   12.000000000	   43.700833321	    5.681448834	  199.000000000	   48.482914565	    6.650867729	
r1	    4.000000000	   39.907499313	    3.516923812	    0.000000000	    0.008088029	    0.003543067	   -3.431802001	    0.469328529	   -0.000531671	    0.040000000	   51.371300163	  192.000000000	   51.402500133	    7.503470817	    8.000000000	   50.622500896	    8.525129736	  196.000000000	   51.605255283	    7.405335676	
r1	    9.000000000	   47.634444343	    6.273914370	    0.000000000	    0.007870021	    0.002713254	   -3.199013578	    0.391600969	   -0.001019809	    0.054726367	   55.088507600	  190.000000000	   55.167052721	    8.591291422	   11.000000000	   53.731819153	    8.137165531	  192.000000000	   55.437916815	    8.498627460	
r1	    2.000000000	   47.709999084	    4.624478996	    0.000000000	   -0.002336644	    0.003905856	   -3.383812725	    0.623658274	   -0.004750420	    0.041666673	   56.984166463	  184.000000000	   57.372717173	    8.720282405	    8.000000000	   48.047500134	    8.170308989	  190.000000000	   57.081789278	    8.865449277	
r1	    2.000000000	   41.965000153	    5.183094001	    0.000000000	   -0.003031523	    0.003260200	   -3.040113891	    0.506713582	   -0.001032313	    0.037634407	   59.655161335	  179.000000000	   59.745251426	    9.300544644	    7.000000000	   57.351428986	    5.563612225	  184.000000000	   59.847445695	    9.042038396	
r1	    1.000000000	   43.669998169	    0.000000000	    0.055865922	    0.003405097	    0.002501321	   -3.289782526	    0.391222634	   -0.001860931	    0.061111112	   62.617722172	  169.000000000	   62.817100525	   10.188399116	   11.000000000	   59.554545663	    7.467151435	  179.000000000	   62.723575379	    9.984672871	
r1	    5.000000000	   53.831999207	    2.491569825	    0.100591716	   -0.001364886	    0.002629854	   -2.561411666	    0.412139359	   -0.006562354	    0.149425298	   66.727700836	  148.000000000	   67.699729301	   10.979346097	   26.000000000	   61.194615731	   11.429697643	  169.000000000	   67.109230470	   11.191279813	
r1	    9.000000000	   51.207777659	    6.480915775	    0.054054054	   -0.000659703	    0.002249287	   -2.673193167	    0.355848666	   -0.003243574	    0.140127390	   70.987770421	  135.000000000	   71.589555302	   12.762392579	   22.000000000	   67.294999556	   11.694741403	  148.000000000	   72.190607818	   11.945272353	
r1	   98.000000000	   51.397193675	    6.123232645	    0.681481481	   -0.008569649	    0.003753729	   -2.117101023	    0.399044037	    0.002534592	    0.133047208	   63.903626291	  202.000000000	   63.254974856	   14.735757738	   31.000000000	   68.130322733	   15.717584740	  135.000000000	   72.982369967	   12.697211153	
r1	   80.000000000	   50.520249796	    5.630140486	    0.019801980	   -0.010445471	    0.002569522	   -2.815296537	    0.624555004	   -0.000968460	    0.117021278	   61.128450313	  249.000000000	   61.358164638	   14.783095346	   33.000000000	   59.395151312	   12.185423644	  202.000000000	   65.329717844	   14.793665497	
r1	   55.000000000	   52.599818212	    4.351029508	    0.000000000	   -0.003637770	    0.001662018	   -2.361958521	    0.438395683	   -0.000666534	    0.088815788	   63.698309233	  277.000000000	   63.870129967	   15.206856843	   27.000000000	   61.935555776	   16.971729126	  249.000000000	   66.149783154	   15.825696360	
r1	   35.000000000	   52.432571520	    5.940898270	    0.003610108	   -0.003931597	    0.001566472	   -2.267053705	    0.435995236	   -0.001506745	    0.076923082	   67.430240448	  288.000000000	   67.867965354	   16.437247953	   24.000000000	   62.177541574	   15.332587433	  277.000000000	   69.325252767	   16.329894152	
r1	   28.000000000	   54.347142765	    4.122268212	    0.003472222	   -0.003286524	    0.001677478	   -2.450720757	    0.506449363	   -0.001291596	    0.098101267	   71.346718619	  285.000000000	   71.780144086	   17.493770422	   31.000000000	   67.362000619	   16.512235496	  288.000000000	   72.999455161	   17.340750843	
r1	   23.000000000	   58.349999967	    6.786180510	    0.014035088	   -0.000394749	    0.001568678	   -2.672427122	    0.487699841	   -0.001008660	    0.103896106	   75.756074732	  276.000000000	   76.169181271	   19.193676287	   32.000000000	   72.193030834	   19.071955394	  285.000000000	   77.160775503	   19.181734351	
r1	   20.000000000	   57.275550079	    5.159558547	    0.007246377	   -0.001066727	    0.001565493	   -2.668072913	    0.514191747	   -0.000328118	    0.091216217	   80.051706056	  269.000000000	   80.211208145	   21.014838379	   27.000000000	   78.462592655	   21.780336451	  276.000000000	   81.702152142	   20.813578055	
r1	   27.000000000	   60.480740724	    6.008674478	    0.007434944	   -0.000755077	    0.001290295	   -2.775778043	    0.442329990	   -0.001427440	    0.091216219	   83.105371785	  269.000000000	   83.896431437	   22.934067528	   27.000000000	   75.224073763	   15.527617410	  269.000000000	   85.376245534	   22.271062630	
r1	   30.000000000	   63.264666748	    5.926914034	    0.007434944	   -0.001165076	    0.001219667	   -2.775864840	    0.442850186	   -0.001348853	    0.117056857	   86.490769377	  264.000000000	   87.387765263	   23.807020023	   35.000000000	   79.724857548	   26.945194679	  269.000000000	   89.081041045	   24.169379801	
r1	   29.000000000	   63.698620500	    4.958718052	    0.000000000	   -0.002868989	    0.001360791	   -2.647610704	    0.494845797	   -0.000496953	    0.058020479	   90.007890825	  276.000000000	   90.345188431	   25.358501463	   17.000000000	   84.531764984	   24.936237703	  264.000000000	   92.897924308	   24.999113457	
r1	   38.000000000	   67.080447649	    5.835789725	    0.003623188	   -0.001711328	    0.001347211	   -2.677891833	    0.513149668	   -0.000456689	    0.076433122	   92.971742217	  290.000000000	   93.334313965	   26.842682812	   24.000000000	   88.590666930	   30.576590697	  276.000000000	   96.536485672	   26.967603451	
r1	   27.000000000	   69.261111083	    6.835349748	    0.000000000	   -0.002013221	    0.001431001	   -2.923772342	    0.594423745	   -0.001627712	    0.082018926	   95.928107180	  291.000000000	   97.338023956	   27.420654651	   26.000000000	   80.147884809	   32.839769582	  290.000000000	   98.410896472	   28.202187813	
r1	   35.000000000	   70.111142840	    4.755924623	    0.000000000	   -0.005061060	    0.001350275	   -2.628580198	    0.564697293	   -0.000412644	    0.064417178	   99.141984202	  305.000000000	   99.501204844	   28.191760354	   21.000000000	   93.924732027	   34.124757697	  291.000000000	  102.633666153	   28.265865396	
r1	   40.000000000	   68.683749962	    4.595582215	    0.006557377	   -0.004564597	    0.001638588	   -2.934512000	    0.696724448	   -0.000687949	    0.086956520	   99.998800372	  315.000000000	  100.655673436	   29.525539317	   30.000000000	   93.101633199	   29.639107391	  305.000000000	  104.105692229	   28.995091604	
r1	   37.000000000	   75.064594475	    7.629071689	    0.003174603	   -0.001559713	    0.001554416	   -3.072105125	    0.691754597	   -0.001358163	    0.073863633	  102.660939910	  326.000000000	  104.043190108	   30.891518143	   26.000000000	   85.329648972	   22.983677266	  315.000000000	  105.902415406	   30.816852395	
r1	   32.000000000	   76.366671920	    7.245551571	    0.000000000	   -0.002155535	    0.001432088	   -3.034942625	    0.668587972	    0.000244023	    0.100558659	  106.312884251	  322.000000000	  106.031042739	   30.650035480	   36.000000000	  108.833799998	   44.751231711	  326.000000000	  109.252389756	   32.285367035	
r1	   24.000000000	   76.626666387	    7.383562571	    0.021739130	   -0.001517189	    0.001303316	   -2.959182766	    0.580206926	    0.000000000	    0.000000000	  109.334920784	  346.000000000	  109.334920784	   32.178582578	    0.000000000	    0.000000000	    0.000000000	  322.000000000	  111.772803099	   31.984739562	
r1	  116.000000000	   42.365517353	    5.519913740	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.012351154	    0.112068957	   42.365517353	  103.000000000	   41.945339907	    5.415321757	   13.000000000	   45.694615584	    5.404488112	    0.000000000	 9999.000000000	 9999.000000000	
r1	   15.000000000	   40.942666880	    4.300962227	    0.029126214	   -0.005325537	    0.004545882	   -2.235267592	    0.419139509	   -0.000339443	    0.076271186	   44.660254236	  109.000000000	   44.673027529	    5.972196576	    9.000000000	   44.505555471	    5.583459110	  103.000000000	   45.201650453	    5.945183029	
r1	    9.000000000	   50.858888838	    3.099880883	    0.000000000	   -0.027525372	    0.003030977	    0.235872636	    0.309004410	    0.000000000	    0.033898305	   52.372627000	  114.000000000	   52.501578850	    5.195418265	    4.000000000	   48.697499275	    2.342668169	  109.000000000	   52.497614554	    5.290911675	
r1	   32.000000000	   49.071562529	    4.439682981	    0.000000000	   -0.000238727	    0.004349437	   -2.421942505	    0.378417826	    0.000000000	    0.034246575	   55.565342420	  141.000000000	   55.825177240	    6.489440151	    5.000000000	   48.238000488	    3.289030768	  114.000000000	   57.388157828	    5.858060010	
r1	   13.000000000	   52.237692319	    3.424777505	    0.000000000	   -0.007893223	    0.002621081	   -1.480180572	    0.300814152	    0.000000000	    0.025974026	   61.778051921	  150.000000000	   61.874533310	    7.337649569	    4.000000000	   58.159999847	    6.454398449	  141.000000000	   62.657659544	    6.952891023	
r1	   29.000000000	   57.153103269	    3.766549735	    0.006666667	   -0.002024992	    0.003568505	   -2.670824558	    0.458286348	    0.000000000	    0.011173184	   64.382234520	  177.000000000	   64.371751300	    7.777285960	    2.000000000	   65.309999466	   21.213200738	  150.000000000	   65.779866562	    7.724935106	
r1	   28.000000000	   57.297857012	    3.426684273	    0.000000000	   -0.006422362	    0.002705467	   -1.915429939	    0.388509065	    0.000457611	    0.039024389	   68.325609998	  197.000000000	   68.287462205	    8.995650429	    8.000000000	   69.264999390	    8.900247926	  177.000000000	   70.070113295	    8.312670748	
r1	   31.000000000	   60.550968047	    4.536914452	    0.000000000	   -0.008464746	    0.004053373	   -2.531756305	    0.690109886	   -0.000399755	    0.043859648	   69.899868430	  218.000000000	   69.937522923	    9.586279683	   10.000000000	   69.079000473	    8.066763159	  197.000000000	   71.371015190	    9.252955472	
r1	   24.000000000	   58.544583321	    2.755168936	    0.004587156	   -0.010099756	    0.002972248	   -2.116754026	    0.551452355	   -0.001671806	    0.045454542	   72.205495882	  231.000000000	   72.391298699	   10.384812327	   11.000000000	   68.303636724	    8.327486638	  218.000000000	   73.709449558	    9.725858922	
r1	   16.000000000	   60.283124924	    4.043159891	    0.038961039	   -0.010923492	    0.002089155	   -1.789230105	    0.419538264	   -0.001785439	    0.044534410	   75.847570937	  236.000000000	   76.073050968	   11.082683615	   11.000000000	   71.009999362	    8.188565521	  231.000000000	   76.925627803	   10.511757398	
r1	   23.000000000	   63.537825709	    4.192276758	    0.033898305	   -0.001125435	    0.002086033	   -2.440534017	    0.432812199	   -0.001965037	    0.061776056	   80.809536614	  243.000000000	   81.185020447	   13.662146166	   16.000000000	   75.106875896	    6.870672830	  236.000000000	   82.492796575	   12.802343428	
r1	   41.000000000	   65.434145951	    4.209634392	    0.004115226	   -0.000295768	    0.001647465	   -2.628966561	    0.425969575	    0.000381073	    0.059859154	   84.210246503	  267.000000000	   84.109026248	   15.943189587	   17.000000000	   85.799999910	   14.276791945	  243.000000000	   87.378230546	   14.843310823	
r1	   93.000000000	   67.005161490	    5.355840823	    0.539325843	   -0.008475774	    0.003140628	   -2.025371466	    0.600658378	    0.001400464	    0.147222223	   81.487861188	  307.000000000	   81.044267126	   16.413526363	   53.000000000	   84.057358868	   16.637354247	  267.000000000	   86.532397038	   16.024125287	
r1	   83.000000000	   66.341927862	    5.027646687	    0.019543974	   -0.005924176	    0.001799670	   -3.089050004	    0.601676444	   -0.002073967	    0.102564103	   79.926948948	  350.000000000	   80.571277390	   16.936411222	   40.000000000	   74.289075089	   13.598101747	  307.000000000	   83.599772239	   16.881371168	
r1	   61.000000000	   67.601803264	    5.341713133	    0.005714286	   -0.001222184	    0.001135103	   -2.424699687	    0.406315223	   -0.000742810	    0.063260338	   84.494442831	  385.000000000	   84.768402615	   18.827534262	   26.000000000	   80.437730642	   14.721925510	  350.000000000	   87.438588584	   18.530628647	
r1	   36.000000000	   72.761944347	    6.433781481	    0.007792208	   -0.000951869	    0.001176053	   -2.414091013	    0.476912252	   -0.001175536	    0.071258909	   90.669572291	  391.000000000	   91.207056041	   20.653014076	   30.000000000	   83.664367421	   19.330371797	  385.000000000	   92.344051787	   20.710167726	
r1	   48.000000000	   75.298749606	    6.088786597	    0.012787724	   -0.001474581	    0.001088482	   -2.477064030	    0.478786487	   -0.000440697	    0.056947608	   95.951309821	  414.000000000	   96.182137724	   22.486244887	   25.000000000	   92.128799744	   17.832134927	  391.000000000	   98.486662482	   22.194681934	
r1	   39.000000000	   76.150769747	    7.097016524	    0.014492754	   -0.000579554	    0.000994115	   -2.608153466	    0.478782488	   -0.000544006	    0.064017661	  101.202920606	  424.000000000	  101.554118030	   24.453505988	   29.000000000	   96.068172060	   26.702435422	  414.000000000	  103.562905832	   24.357501195	
r1	   56.000000000	   78.220089640	    6.344276713	    0.004716981	   -0.001271288	    0.000938598	   -2.625176744	    0.487087632	   -0.000904720	    0.085416666	  105.169975074	  439.000000000	  105.856897637	   26.722550952	   41.000000000	   97.814877394	   21.283050961	  424.000000000	  108.729393905	   25.959560184	
r1	   57.000000000	   80.568421347	    6.824422074	    0.006833713	   -0.001783598	    0.000793296	   -2.566284181	    0.442503643	   -0.000276175	    0.066532259	  109.416467651	  463.000000000	  109.657051779	   28.344484143	   33.000000000	  106.040999441	   31.501285037	  439.000000000	  113.162113755	   28.151967022	
r1	   72.000000000	   83.454722510	    6.655184743	    0.006479482	   -0.001276576	    0.000690516	   -2.716182428	    0.405858787	    0.000325666	    0.076635515	  112.039495308	  494.000000000	  111.718562740	   29.035320129	   41.000000000	  115.906341367	   41.991906917	  463.000000000	  116.484643561	   29.996269819	
r1	   55.000000000	   85.796727267	    7.063325608	    0.004048583	   -0.000273614	    0.000779237	   -2.819990089	    0.472909631	   -0.000521895	    0.052823315	  115.696746896	  520.000000000	  116.239257798	   31.539472730	   29.000000000	  105.968965202	   27.629544427	  494.000000000	  119.025696449	   31.306970242	
r1	   70.000000000	   88.953028979	    5.491482768	    0.011538462	   -0.002041187	    0.000735773	   -2.588425914	    0.477088319	   -0.000206565	    0.042372881	  119.866423836	  565.000000000	  120.103454954	   33.349057837	   25.000000000	  114.509520569	   29.099449857	  520.000000000	  124.027842375	   33.150249822	
r1	   59.000000000	   89.999186241	    6.094172805	    0.012389381	   -0.000908591	    0.000780030	   -2.979017841	    0.550774107	   -0.000391951	    0.060897436	  123.045197377	  586.000000000	  123.552396195	   34.339851094	   38.000000000	  115.223657708	   42.229298124	  565.000000000	  126.496019779	   34.850044327	
r1	   69.000000000	   91.980116803	    5.826607647	    0.003412969	   -0.001015565	    0.000691575	   -2.990567332	    0.513782710	   -0.000165397	    0.059541985	  125.894746842	  616.000000000	  126.122889927	   35.541377478	   39.000000000	  122.291256049	   43.616056744	  586.000000000	  129.888107716	   36.012161386	
r1	   80.000000000	   96.223662949	    8.255548499	    0.006493506	   -0.001675038	    0.000853952	   -3.130795208	    0.651845504	   -0.000319690	    0.041666667	  127.743561635	  667.000000000	  128.193494622	   36.438140712	   29.000000000	  117.395102928	   42.772057123	  616.000000000	  131.837054971	   37.035517638	
